,Date,Content,Section
5253,2020-06-30,"Quick crossword No 15,647",crosswords
5254,2020-06-29,"Quick crossword No 15,646",crosswords
5255,2020-06-29,"Cryptic crossword No 28,173",crosswords
5256,2020-06-29,Cryptic crosswords for beginners: naked words,crosswords
5257,2020-06-28,"Cryptic crossword No 28,172",crosswords
5258,2020-06-28,"Quiptic crossword No 1,076",crosswords
5259,2020-06-28,"Quick crossword No 15,645",crosswords
5260,2020-06-27,"Azed crossword 2,507",crosswords
5261,2020-06-27,"Everyman crossword No 3,846",crosswords
5262,2020-06-27,"Speedy crossword No 1,291",crosswords
5263,2020-06-26,Weekend crossword No 495,crosswords
5264,2020-06-26,"Quick crossword No 15,644",crosswords
5265,2020-06-26,"Prize crossword No 28,171",crosswords
5266,2020-06-26,"Azed slip No 2,504",crosswords
5267,2020-06-26,"Annotated solutions for Prize 28,165",crosswords
5268,2020-06-25,"Quick crossword No 15,643",crosswords
5269,2020-06-25,"Cryptic crossword No 28,170",crosswords
5270,2020-06-24,"Quick crossword No 15,642",crosswords
5271,2020-06-24,"Cryptic crossword No 28,169",crosswords
5272,2020-06-23,"Cryptic crossword No 28,168",crosswords
5273,2020-06-23,"Quick crossword No 15,641",crosswords
5274,2020-06-22,"Quick crossword No 15,640",crosswords
5275,2020-06-22,"Cryptic crossword No 28,167",crosswords
5276,2020-06-22,Crossword roundup: no hill at Rhyl,crosswords
5277,2020-06-21,"Quiptic crossword No 1,075",crosswords
5278,2020-06-21,"Cryptic crossword No 28,166",crosswords
5279,2020-06-21,"Quick crossword No 15,639",crosswords
5280,2020-06-20,"Azed crossword 2,506",crosswords
5281,2020-06-20,"Everyman crossword No 3,845",crosswords
5282,2020-06-20,"Speedy crossword No 1,290",crosswords
5283,2020-06-19,"Quick crossword No 15,638",crosswords
5284,2020-06-19,"Prize crossword No 28,165",crosswords
5285,2020-06-19,Weekend crossword No 494,crosswords
5286,2020-06-19,"Annotated solutions for Prize 28,159",crosswords
5287,2020-06-18,"Quick crossword No 15,637",crosswords
5288,2020-06-18,"Cryptic crossword No 28,164",crosswords
5289,2020-06-17,"Quick crossword No 15,636",crosswords
5290,2020-06-17,"Cryptic crossword No 28,163",crosswords
5291,2020-06-16,"Quick crossword No 15,635",crosswords
5292,2020-06-16,"Cryptic crossword No 28,162",crosswords
5293,2020-06-15,"Quick crossword No 15,634",crosswords
5294,2020-06-15,"Cryptic crossword No 28,161",crosswords
5295,2020-06-15,"Annotated solutions for Prize 28,153",crosswords
5296,2020-06-15,Crossword blog: meet the setter – Encota,crosswords
5297,2020-06-14,"Quiptic crossword No 1,074",crosswords
5298,2020-06-14,"Quick crossword No 15,633",crosswords
5299,2020-06-14,"Cryptic crossword No 28,160",crosswords
5300,2020-06-13,"Azed crossword 2,505",crosswords
5301,2020-06-13,"Everyman crossword No 3,844",crosswords
5302,2020-06-13,"Speedy crossword No 1,289",crosswords
5303,2020-06-12,Weekend crossword No 493,crosswords
5304,2020-06-12,"Quick crossword No 15,632",crosswords
5305,2020-06-12,"Prize crossword No 28,159",crosswords
5306,2020-06-11,"Quick crossword No 15,631",crosswords
5307,2020-06-11,"Cryptic crossword No 28,158",crosswords
5308,2020-06-10,"Cryptic crossword No 28,157",crosswords
5309,2020-06-10,"Quick crossword No 15,630",crosswords
5310,2020-06-09,"Quick crossword No 15,629",crosswords
5311,2020-06-09,"Cryptic crossword No 28,156",crosswords
5312,2020-06-08,"Quick crossword No 15,628",crosswords
5313,2020-06-08,"Cryptic crossword No 28,155",crosswords
5314,2020-06-08,"Crossword blog: many, many clues about Dominic Cummings",crosswords
5315,2020-06-07,"Cryptic crossword No 28,154",crosswords
5316,2020-06-07,"Quick crossword No 15,627",crosswords
5317,2020-06-07,"Quiptic crossword No 1,073",crosswords
5318,2020-06-06,"Azed crossword 2,504",crosswords
5319,2020-06-06,"Speedy crossword No 1,288",crosswords
5320,2020-06-06,"Everyman crossword No 3,843",crosswords
5321,2020-06-05,Weekend crossword No 492,crosswords
5322,2020-06-05,"Quick crossword No 15,626",crosswords
5323,2020-06-05,"Prize crossword No 28,153",crosswords
5324,2020-06-05,"Annotated solutions for Prize 28,147",crosswords
5325,2020-06-04,"Quick crossword No 15,625",crosswords
5326,2020-06-04,"Cryptic crossword No 28,152",crosswords
5327,2020-06-03,"Cryptic crossword No 28,151",crosswords
5328,2020-06-03,"Quick crossword No 15,624",crosswords
5329,2020-06-02,"Quick crossword No 15,623",crosswords
5330,2020-06-02,"Cryptic crossword No 28,150",crosswords
5331,2020-06-01,"Cryptic crossword No 28,149",crosswords
5332,2020-06-01,"Quick crossword No 15,622",crosswords
5333,2020-06-01,Genius crossword 204,crosswords
5334,2020-06-01,"Crossword blog: the man who solved 2,000 clues in a day",crosswords
5335,2020-05-31,Annotated solutions for Genius 203,crosswords
5336,2020-05-31,"Quick crossword No 15,621",crosswords
5337,2020-05-31,"Quiptic crossword No 1,072",crosswords
5338,2020-05-31,"Cryptic crossword No 28,148",crosswords
5339,2020-05-30,"Azed crossword 2,503",crosswords
5340,2020-05-30,"Everyman crossword No 3,842",crosswords
5341,2020-05-30,"Speedy crossword No 1,287",crosswords
5342,2020-05-29,Weekend crossword No 491,crosswords
5343,2020-05-29,"Quick crossword No 15,620",crosswords
5344,2020-05-29,"Prize crossword No 28,147",crosswords
5345,2020-05-29,"Azed slip No 2,500",crosswords
5346,2020-05-29,"Annotated solutions for Prize 28,141",crosswords
5347,2020-05-28,"Quick crossword No 15,619",crosswords
5348,2020-05-28,"Cryptic crossword No 28,146",crosswords
5349,2020-05-27,"Quick crossword No 15,618",crosswords
5350,2020-05-27,"Cryptic crossword No 28,145",crosswords
5351,2020-05-26,"Cryptic crossword No 28,144",crosswords
5352,2020-05-26,"Quick crossword No 15,617",crosswords
5353,2020-05-25,"Cryptic crossword No 28,143",crosswords
5354,2020-05-25,"Quick crossword No 15,616",crosswords
5355,2020-05-25,Crossword roundup: topical allusions sneaking back in,crosswords
5356,2020-05-24,"Cryptic crossword No 28,142",crosswords
5357,2020-05-24,"Quick crossword No 15,615",crosswords
5358,2020-05-24,"Quiptic crossword No 1,071",crosswords
5359,2020-05-23,"Azed crossword 2,502",crosswords
5360,2020-05-23,"Everyman crossword No 3,841",crosswords
5361,2020-05-23,"Speedy crossword No 1,286",crosswords
5362,2020-05-22,Weekend crossword No 490,crosswords
5363,2020-05-22,"Quick crossword No 15,614",crosswords
5364,2020-05-22,"Prize crossword No 28,141",crosswords
5365,2020-05-22,"Annotated solutions for Prize 28,135",crosswords
5366,2020-05-21,"Quick crossword No 15,613",crosswords
5367,2020-05-21,"Cryptic crossword No 28,140",crosswords
5368,2020-05-20,"Cryptic crossword No 28,139",crosswords
5369,2020-05-20,"Quick crossword No 15,612",crosswords
5370,2020-05-19,"Quick crossword No 15,611",crosswords
5371,2020-05-19,"Cryptic crossword No 28,138",crosswords
5372,2020-05-18,"Quick crossword No 15,610",crosswords
5373,2020-05-18,"Cryptic crossword No 28,137",crosswords
5374,2020-05-18,Crossword blog: 100 puzzles from Qaos,crosswords
5375,2020-05-17,"Quiptic crossword No 1,070",crosswords
5376,2020-05-17,"Quick crossword No 15,609",crosswords
5377,2020-05-17,"Cryptic crossword No 28,136",crosswords
5378,2020-05-16,"Speedy crossword No 1,285",crosswords
5379,2020-05-16,"Everyman crossword No 3,840",crosswords
5380,2020-05-16,"Azed crossword 2,501",crosswords
5381,2020-05-15,"Quick crossword No 15,608",crosswords
5382,2020-05-15,Weekend crossword No 489,crosswords
5383,2020-05-15,"Prize crossword No 28,135",crosswords
5384,2020-05-15,"Annotated solutions for Prize 28,129",crosswords
5385,2020-05-14,"Quick crossword No 15,607",crosswords
5386,2020-05-14,"Cryptic crossword No 28,134",crosswords
5387,2020-05-13,"Cryptic crossword No 28,133",crosswords
5388,2020-05-13,"Quick crossword No 15,606",crosswords
5389,2020-05-12,"Quick crossword No 15,605",crosswords
5390,2020-05-12,"Cryptic crossword No 28,132",crosswords
5391,2020-05-11,"Quick crossword No 15,604",crosswords
5392,2020-05-11,"Cryptic crossword No 28,131",crosswords
5393,2020-05-11,"Crossword roundup: Beethoven, Hegel and chickens",crosswords
5394,2020-05-10,"Quick crossword No 15,603",crosswords
5395,2020-05-10,"Quiptic crossword No 1,069",crosswords
5396,2020-05-10,"Cryptic crossword No 28,130",crosswords
5397,2020-05-09,"Azed crossword 2,500 ‘Half and Half’ - competition puzzle",crosswords
5398,2020-05-09,"Everyman crossword No 3,839",crosswords
5399,2020-05-09,"Speedy crossword No 1,284",crosswords
5400,2020-05-08,Weekend crossword No 488,crosswords
5401,2020-05-08,"Prize crossword No 28,129",crosswords
5402,2020-05-08,"Quick crossword No 15,602",crosswords
5403,2020-05-08,"Annotated solutions for Prize 28,123",crosswords
5404,2020-05-07,"Cryptic crossword No 28,128",crosswords
5405,2020-05-07,"Quick crossword No 15,601",crosswords
5406,2020-05-06,"Quick crossword No 15,600",crosswords
5407,2020-05-06,"Cryptic crossword No 28,127",crosswords
5408,2020-05-05,"Quick crossword No 15,599",crosswords
5409,2020-05-05,"Cryptic crossword No 28,126",crosswords
5410,2020-05-04,"Quick crossword No 15,598",crosswords
5411,2020-05-04,"Cryptic crossword No 28,125",crosswords
5412,2020-05-04,Cryptic crosswords for beginners: royal abbreviations,crosswords
5413,2020-05-03,Genius crossword 203,crosswords
5414,2020-05-03,Annotated solutions for Genius 202,crosswords
5415,2020-05-03,"Quick crossword No 15,597",crosswords
5416,2020-05-03,"Quiptic crossword No 1,068",crosswords
5417,2020-05-03,"Cryptic crossword No 28,124",crosswords
5418,2020-05-03,"Annotated solutions for Prize 28,117",crosswords
5419,2020-05-02,"Azed crossword  2,499",crosswords
5420,2020-05-02,"Speedy crossword No 1,283",crosswords
5421,2020-05-02,"Everyman crossword No 3,838",crosswords
5422,2020-05-01,Weekend crossword No 487,crosswords
5423,2020-05-01,"Quick crossword No 15,596",crosswords
5424,2020-05-01,"Prize crossword No 28,123",crosswords
5425,2020-04-30,"Quick crossword No 15,595",crosswords
5426,2020-04-30,"Cryptic crossword No 28,122",crosswords
5427,2020-04-29,"Cryptic crossword No 28,121",crosswords
5428,2020-04-29,"Quick crossword No 15,594",crosswords
5429,2020-04-28,"Cryptic crossword No 28,120",crosswords
5430,2020-04-28,"Quick crossword No 15,593",crosswords
5431,2020-04-27,"Cryptic crossword No 28,119",crosswords
5432,2020-04-27,"Quick crossword No 15,592",crosswords
5433,2020-04-27,Crossword roundup: snafus and nitty-gritty,crosswords
5434,2020-04-26,"Quick crossword No 15,591",crosswords
5435,2020-04-26,"Cryptic crossword No 28,118",crosswords
5436,2020-04-26,"Quiptic crossword No 1,067",crosswords
5437,2020-04-25,"Azed crossword 2,498",crosswords
5438,2020-04-25,"Speedy crossword No 1,282",crosswords
5439,2020-04-25,"Everyman crossword No 3,837",crosswords
5440,2020-04-24,"Quick crossword No 15,590",crosswords
5441,2020-04-24,Weekend crossword No 486,crosswords
5442,2020-04-24,"Prize crossword No 28,117",crosswords
5443,2020-04-24,"Azed slip No 2,495",crosswords
5444,2020-04-24,"Annotated solutions for Prize 28,111",crosswords
5445,2020-04-23,"Cryptic crossword No 28,116",crosswords
5446,2020-04-23,"Quick crossword No 15,589",crosswords
5447,2020-04-22,"Cryptic crossword No 28,115",crosswords
5448,2020-04-22,"Quick crossword No 15,588",crosswords
5449,2020-04-21,"Quick crossword No 15,587",crosswords
5450,2020-04-21,"Cryptic crossword No 28,114",crosswords
5451,2020-04-20,"Quick crossword No 15,586",crosswords
5452,2020-04-20,"Cryptic crossword No 28,113",crosswords
5453,2020-04-20,Crossword blog: 25 years of Paul's puzzles,crosswords
5454,2020-04-19,"Quick crossword No 15,585",crosswords
5455,2020-04-19,"Cryptic crossword No 28,112",crosswords
5456,2020-04-19,"Quiptic crossword No 1,066",crosswords
5457,2020-04-18,"Azed crossword 2,497",crosswords
5458,2020-04-18,"Speedy crossword No 1,281",crosswords
5459,2020-04-18,"Everyman crossword No 3,836",crosswords
5460,2020-04-17,Weekend crossword No 485,crosswords
5461,2020-04-17,"Prize crossword No 28,111",crosswords
5462,2020-04-17,"Quick crossword No 15,584",crosswords
5463,2020-04-17,"Annotated solutions for Prize 28,105",crosswords
5464,2020-04-16,"Quick crossword No 15,583",crosswords
5465,2020-04-16,"Cryptic crossword No 28,110",crosswords
5466,2020-04-15,"Quick crossword No 15,582",crosswords
5467,2020-04-15,"Cryptic crossword No 28,109",crosswords
5468,2020-04-14,"Quick crossword No 15,581",crosswords
5469,2020-04-14,"Cryptic crossword No 28,108",crosswords
5470,2020-04-13,"Quick crossword No 15,580",crosswords
5471,2020-04-13,"Cryptic crossword No 28,107",crosswords
5472,2020-04-13,Crossword roundup: 'gazebo' and other joke words,crosswords
5473,2020-04-12,"Cryptic crossword No 28,106",crosswords
5474,2020-04-12,"Quick crossword No 15,579",crosswords
5475,2020-04-12,"Quiptic crossword No 1,065",crosswords
5476,2020-04-11,"Azed crossword 2,496",crosswords
5477,2020-04-11,"Everyman crossword No 3,835",crosswords
5478,2020-04-11,"Speedy crossword No 1,280",crosswords
5479,2020-04-10,Weekend crossword No 484,crosswords
5480,2020-04-10,"Quick crossword No 15,578",crosswords
5481,2020-04-10,"Prize crossword No 28,105",crosswords
5482,2020-04-10,Crossword blog: What is setting like during the coronavirus lockdown?,crosswords
5483,2020-04-10,"Annotated solutions for Prize 28,099",crosswords
5484,2020-04-09,"Quick crossword No 15,577",crosswords
5485,2020-04-09,"Cryptic crossword No 28,104",crosswords
5486,2020-04-08,"Quick crossword No 15,576",crosswords
5487,2020-04-08,"Cryptic crossword No 28,103",crosswords
5488,2020-04-07,"Quick crossword No 15,575",crosswords
5489,2020-04-07,"Cryptic crossword No 28,102",crosswords
5490,2020-04-06,"Cryptic crossword No 28,101",crosswords
5491,2020-04-06,"Quick crossword No 15,574",crosswords
5492,2020-04-05,Annotated solutions for Genius 201,crosswords
5493,2020-04-05,"Quick crossword No 15,573",crosswords
5494,2020-04-05,"Quiptic crossword No 1,064",crosswords
5495,2020-04-05,"Cryptic crossword No 28,100",crosswords
5496,2020-04-04,"Azed crossword 2,495",crosswords
5497,2020-04-04,"Speedy crossword No 1,279",crosswords
5498,2020-04-04,"Everyman crossword No 3,834",crosswords
5499,2020-04-03,Weekend crossword No 483,crosswords
5500,2020-04-03,"Prize crossword No 28,099",crosswords
5501,2020-04-03,"Quick crossword No 15,572",crosswords
5502,2020-04-03,"Annotated solutions for Prize 28,093",crosswords
5503,2020-04-02,"Cryptic crossword No 28,098",crosswords
5504,2020-04-02,"Quick crossword No 15,571",crosswords
5505,2020-04-01,"Quick crossword No 15,570",crosswords
5506,2020-04-01,"Cryptic crossword No 28,097",crosswords
5507,2020-03-31,"Quick crossword No 15,569",crosswords
5508,2020-03-31,"Cryptic crossword No 28,096",crosswords
5509,2020-03-30,"Quick crossword No 15,568",crosswords
5510,2020-03-30,"Cryptic crossword No 28,095",crosswords
5511,2020-03-30,Crossword roundup: fancy learning cryptic crosswords during coronavirus lockdown?,crosswords
5512,2020-03-29,"Quiptic crossword No 1,063",crosswords
5513,2020-03-29,"Quick crossword No 15,567",crosswords
5514,2020-03-29,"Cryptic crossword No 28,094",crosswords
5515,2020-03-29,"Azed crossword 2,494",crosswords
5516,2020-03-29,"Everyman crossword No 3,833",crosswords
5517,2020-03-29,"Speedy crossword No 1,278",crosswords
5518,2020-03-28,"Quick crossword No 15,566",crosswords
5519,2020-03-28,"Prize crossword No 28,093",crosswords
5520,2020-03-28,Weekend crossword No 482,crosswords
5521,2020-03-27,"Annotated solutions for Prize 20,087",crosswords
5522,2020-03-27,"Quick crossword No 15,565",crosswords
5523,2020-03-27,"Cryptic crossword No 28,092",crosswords
5524,2020-03-26,"Cryptic crossword No 28,091",crosswords
5525,2020-03-26,"Quick crossword No 15,564",crosswords
5526,2020-03-25,"Cryptic crossword No 28,090",crosswords
5527,2020-03-25,"Quick crossword No 15,563",crosswords
5528,2020-03-24,"Quick crossword No 15,562",crosswords
5529,2020-03-24,"Cryptic crossword No 28,089",crosswords
5530,2020-03-23,Crossword blog: RIP John McKie AKA Myops,crosswords
5531,2020-03-23,"Cryptic crossword No 28,088",crosswords
5532,2020-03-23,"Quick crossword No 15,561",crosswords
5533,2020-03-23,"Quiptic crossword No 1,062",crosswords
5534,2020-03-22,"Azed crossword 2,493",crosswords
5535,2020-03-22,"Speedy crossword No 1,277",crosswords
5536,2020-03-22,"Everyman crossword No 3,832",crosswords
5537,2020-03-21,Weekend crossword No 481,crosswords
5538,2020-03-21,"Prize crossword No 28,087",crosswords
5539,2020-03-21,"Quick crossword No 15,560",crosswords
5540,2020-03-20,"Annotated solutions for Prize 28,081",crosswords
5541,2020-03-20,"Azed slip No 2,490",crosswords
5542,2020-03-20,"Cryptic crossword No 28,086",crosswords
5543,2020-03-20,"Quick crossword No 15,559",crosswords
5544,2020-03-19,"Quick crossword No 15,558",crosswords
5545,2020-03-19,"Cryptic crossword No 28,085",crosswords
5546,2020-03-18,"Quick crossword No 15,557",crosswords
5547,2020-03-18,"Cryptic crossword No 28,084",crosswords
5548,2020-03-17,"Cryptic crossword No 28,083",crosswords
5549,2020-03-17,"Quick crossword No 15,556",crosswords
